# Age      Mass       Teff       logL       logg       logR
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
6.6392e+07 4.6577e-01 2.8987e+04 1.2625e+00 5.6472e+00 -7.7050e-01
