# Age      Mass       Teff       logL       logg       logR
4.9899e+07 4.6638e-01 2.6806e+04 1.2307e+00 5.5437e+00 -7.1844e-01
4.9919e+07 4.6638e-01 2.6805e+04 1.2308e+00 5.5436e+00 -7.1841e-01
4.9939e+07 4.6638e-01 2.6805e+04 1.2308e+00 5.5436e+00 -7.1839e-01
4.9959e+07 4.6638e-01 2.6805e+04 1.2308e+00 5.5435e+00 -7.1837e-01
4.9979e+07 4.6638e-01 2.6805e+04 1.2309e+00 5.5435e+00 -7.1834e-01
4.9998e+07 4.6638e-01 2.6805e+04 1.2309e+00 5.5434e+00 -7.1832e-01
5.0017e+07 4.6638e-01 2.6805e+04 1.2309e+00 5.5434e+00 -7.1830e-01
5.0036e+07 4.6638e-01 2.6805e+04 1.2310e+00 5.5434e+00 -7.1827e-01
5.0055e+07 4.6638e-01 2.6804e+04 1.2310e+00 5.5433e+00 -7.1825e-01
5.0073e+07 4.6638e-01 2.6804e+04 1.2311e+00 5.5433e+00 -7.1823e-01
5.0092e+07 4.6638e-01 2.6804e+04 1.2311e+00 5.5432e+00 -7.1821e-01
5.0110e+07 4.6638e-01 2.6804e+04 1.2311e+00 5.5432e+00 -7.1818e-01
5.0128e+07 4.6638e-01 2.6804e+04 1.2312e+00 5.5431e+00 -7.1816e-01
5.0146e+07 4.6638e-01 2.6804e+04 1.2312e+00 5.5431e+00 -7.1814e-01
5.0163e+07 4.6638e-01 2.6804e+04 1.2312e+00 5.5430e+00 -7.1812e-01
5.0181e+07 4.6638e-01 2.6804e+04 1.2313e+00 5.5430e+00 -7.1810e-01
5.0198e+07 4.6638e-01 2.6803e+04 1.2313e+00 5.5430e+00 -7.1808e-01
5.0215e+07 4.6638e-01 2.6803e+04 1.2313e+00 5.5429e+00 -7.1806e-01
5.0232e+07 4.6638e-01 2.6803e+04 1.2314e+00 5.5429e+00 -7.1803e-01
5.0248e+07 4.6638e-01 2.6803e+04 1.2314e+00 5.5428e+00 -7.1801e-01
5.0265e+07 4.6638e-01 2.6803e+04 1.2314e+00 5.5428e+00 -7.1799e-01
5.0281e+07 4.6638e-01 2.6803e+04 1.2315e+00 5.5428e+00 -7.1797e-01
5.0297e+07 4.6638e-01 2.6803e+04 1.2315e+00 5.5427e+00 -7.1796e-01
5.0313e+07 4.6638e-01 2.6803e+04 1.2315e+00 5.5427e+00 -7.1794e-01
5.0329e+07 4.6638e-01 2.6803e+04 1.2316e+00 5.5426e+00 -7.1792e-01
5.0345e+07 4.6638e-01 2.6803e+04 1.2316e+00 5.5426e+00 -7.1790e-01
5.0361e+07 4.6638e-01 2.6802e+04 1.2316e+00 5.5426e+00 -7.1788e-01
5.0376e+07 4.6638e-01 2.6802e+04 1.2317e+00 5.5425e+00 -7.1786e-01
5.0391e+07 4.6638e-01 2.6802e+04 1.2317e+00 5.5425e+00 -7.1784e-01
5.0406e+07 4.6638e-01 2.6802e+04 1.2317e+00 5.5425e+00 -7.1783e-01
5.0421e+07 4.6638e-01 2.6802e+04 1.2317e+00 5.5424e+00 -7.1781e-01
5.0436e+07 4.6638e-01 2.6802e+04 1.2318e+00 5.5424e+00 -7.1779e-01
5.0451e+07 4.6638e-01 2.6802e+04 1.2318e+00 5.5424e+00 -7.1777e-01
5.0465e+07 4.6638e-01 2.6802e+04 1.2318e+00 5.5423e+00 -7.1776e-01
5.0479e+07 4.6638e-01 2.6801e+04 1.2319e+00 5.5423e+00 -7.1774e-01
5.0494e+07 4.6638e-01 2.6801e+04 1.2319e+00 5.5423e+00 -7.1772e-01
5.0508e+07 4.6638e-01 2.6801e+04 1.2319e+00 5.5422e+00 -7.1771e-01
5.0521e+07 4.6638e-01 2.6801e+04 1.2319e+00 5.5422e+00 -7.1769e-01
5.0535e+07 4.6638e-01 2.6801e+04 1.2320e+00 5.5422e+00 -7.1767e-01
5.0549e+07 4.6638e-01 2.6801e+04 1.2320e+00 5.5421e+00 -7.1766e-01
5.0562e+07 4.6638e-01 2.6801e+04 1.2320e+00 5.5421e+00 -7.1764e-01
5.0575e+07 4.6638e-01 2.6801e+04 1.2320e+00 5.5421e+00 -7.1762e-01
5.0588e+07 4.6638e-01 2.6801e+04 1.2321e+00 5.5420e+00 -7.1761e-01
5.0601e+07 4.6638e-01 2.6801e+04 1.2321e+00 5.5420e+00 -7.1759e-01
5.0614e+07 4.6638e-01 2.6801e+04 1.2321e+00 5.5420e+00 -7.1758e-01
5.0627e+07 4.6638e-01 2.6800e+04 1.2321e+00 5.5419e+00 -7.1756e-01
5.0639e+07 4.6638e-01 2.6800e+04 1.2322e+00 5.5419e+00 -7.1755e-01
5.0651e+07 4.6638e-01 2.6800e+04 1.2322e+00 5.5419e+00 -7.1753e-01
5.0664e+07 4.6638e-01 2.6800e+04 1.2322e+00 5.5418e+00 -7.1752e-01
5.0676e+07 4.6638e-01 2.6800e+04 1.2322e+00 5.5418e+00 -7.1750e-01
5.0688e+07 4.6638e-01 2.6800e+04 1.2323e+00 5.5418e+00 -7.1749e-01
5.0700e+07 4.6638e-01 2.6800e+04 1.2323e+00 5.5418e+00 -7.1747e-01
5.0712e+07 4.6638e-01 2.6800e+04 1.2323e+00 5.5417e+00 -7.1746e-01
5.0723e+07 4.6638e-01 2.6800e+04 1.2323e+00 5.5417e+00 -7.1744e-01
5.0735e+07 4.6638e-01 2.6800e+04 1.2324e+00 5.5417e+00 -7.1743e-01
5.0746e+07 4.6638e-01 2.6800e+04 1.2324e+00 5.5416e+00 -7.1742e-01
5.0757e+07 4.6638e-01 2.6800e+04 1.2324e+00 5.5416e+00 -7.1740e-01
5.0769e+07 4.6638e-01 2.6799e+04 1.2324e+00 5.5416e+00 -7.1739e-01
5.0780e+07 4.6638e-01 2.6799e+04 1.2324e+00 5.5416e+00 -7.1737e-01
5.0791e+07 4.6638e-01 2.6799e+04 1.2325e+00 5.5415e+00 -7.1736e-01
5.0801e+07 4.6638e-01 2.6799e+04 1.2325e+00 5.5415e+00 -7.1735e-01
5.0812e+07 4.6638e-01 2.6799e+04 1.2325e+00 5.5415e+00 -7.1734e-01
5.0823e+07 4.6638e-01 2.6799e+04 1.2325e+00 5.5415e+00 -7.1732e-01
5.0834e+07 4.6638e-01 2.6799e+04 1.2326e+00 5.5414e+00 -7.1731e-01
5.0844e+07 4.6638e-01 2.6799e+04 1.2326e+00 5.5414e+00 -7.1730e-01
5.0855e+07 4.6638e-01 2.6799e+04 1.2326e+00 5.5414e+00 -7.1728e-01
5.0866e+07 4.6638e-01 2.6799e+04 1.2326e+00 5.5414e+00 -7.1727e-01
5.0876e+07 4.6638e-01 2.6799e+04 1.2326e+00 5.5413e+00 -7.1726e-01
5.0887e+07 4.6638e-01 2.6799e+04 1.2327e+00 5.5413e+00 -7.1724e-01
5.0898e+07 4.6638e-01 2.6799e+04 1.2327e+00 5.5413e+00 -7.1723e-01
5.0909e+07 4.6638e-01 2.6799e+04 1.2327e+00 5.5412e+00 -7.1722e-01
5.0919e+07 4.6638e-01 2.6798e+04 1.2327e+00 5.5412e+00 -7.1721e-01
5.0930e+07 4.6638e-01 2.6798e+04 1.2327e+00 5.5412e+00 -7.1719e-01
5.0941e+07 4.6638e-01 2.6798e+04 1.2328e+00 5.5412e+00 -7.1718e-01
5.0951e+07 4.6638e-01 2.6798e+04 1.2328e+00 5.5411e+00 -7.1717e-01
5.0962e+07 4.6638e-01 2.6798e+04 1.2328e+00 5.5411e+00 -7.1715e-01
5.0973e+07 4.6638e-01 2.6798e+04 1.2328e+00 5.5411e+00 -7.1714e-01
5.0983e+07 4.6638e-01 2.6798e+04 1.2329e+00 5.5411e+00 -7.1713e-01
5.0994e+07 4.6638e-01 2.6798e+04 1.2329e+00 5.5410e+00 -7.1711e-01
5.1005e+07 4.6638e-01 2.6798e+04 1.2329e+00 5.5410e+00 -7.1710e-01
5.1015e+07 4.6638e-01 2.6798e+04 1.2329e+00 5.5410e+00 -7.1709e-01
5.1026e+07 4.6638e-01 2.6798e+04 1.2329e+00 5.5410e+00 -7.1708e-01
5.1037e+07 4.6638e-01 2.6798e+04 1.2330e+00 5.5409e+00 -7.1706e-01
5.1047e+07 4.6638e-01 2.6798e+04 1.2330e+00 5.5409e+00 -7.1705e-01
5.1058e+07 4.6638e-01 2.6798e+04 1.2330e+00 5.5409e+00 -7.1704e-01
5.1069e+07 4.6638e-01 2.6797e+04 1.2330e+00 5.5409e+00 -7.1702e-01
5.1079e+07 4.6638e-01 2.6797e+04 1.2330e+00 5.5408e+00 -7.1701e-01
5.1090e+07 4.6638e-01 2.6797e+04 1.2331e+00 5.5408e+00 -7.1700e-01
5.1101e+07 4.6638e-01 2.6797e+04 1.2331e+00 5.5408e+00 -7.1699e-01
5.1111e+07 4.6638e-01 2.6797e+04 1.2331e+00 5.5408e+00 -7.1697e-01
5.1122e+07 4.6638e-01 2.6797e+04 1.2331e+00 5.5407e+00 -7.1696e-01
5.1133e+07 4.6638e-01 2.6797e+04 1.2331e+00 5.5407e+00 -7.1695e-01
5.1143e+07 4.6638e-01 2.6797e+04 1.2332e+00 5.5407e+00 -7.1693e-01
5.1154e+07 4.6638e-01 2.6797e+04 1.2332e+00 5.5407e+00 -7.1692e-01
5.1165e+07 4.6638e-01 2.6797e+04 1.2332e+00 5.5406e+00 -7.1691e-01
5.1175e+07 4.6638e-01 2.6797e+04 1.2332e+00 5.5406e+00 -7.1690e-01
5.1186e+07 4.6638e-01 2.6797e+04 1.2332e+00 5.5406e+00 -7.1688e-01
5.1196e+07 4.6638e-01 2.6797e+04 1.2333e+00 5.5406e+00 -7.1687e-01
5.1207e+07 4.6638e-01 2.6796e+04 1.2333e+00 5.5405e+00 -7.1686e-01
5.1218e+07 4.6638e-01 2.6796e+04 1.2333e+00 5.5405e+00 -7.1684e-01
5.1228e+07 4.6638e-01 2.6796e+04 1.2333e+00 5.5405e+00 -7.1683e-01
5.1239e+07 4.6638e-01 2.6796e+04 1.2334e+00 5.5404e+00 -7.1682e-01
5.1250e+07 4.6638e-01 2.6796e+04 1.2334e+00 5.5404e+00 -7.1681e-01
5.1260e+07 4.6638e-01 2.6796e+04 1.2334e+00 5.5404e+00 -7.1679e-01
5.1271e+07 4.6638e-01 2.6796e+04 1.2334e+00 5.5404e+00 -7.1678e-01
5.1281e+07 4.6638e-01 2.6796e+04 1.2334e+00 5.5403e+00 -7.1677e-01
5.1292e+07 4.6638e-01 2.6796e+04 1.2335e+00 5.5403e+00 -7.1675e-01
5.1303e+07 4.6638e-01 2.6796e+04 1.2335e+00 5.5403e+00 -7.1674e-01
5.1313e+07 4.6638e-01 2.6796e+04 1.2335e+00 5.5403e+00 -7.1673e-01
5.1324e+07 4.6638e-01 2.6796e+04 1.2335e+00 5.5402e+00 -7.1672e-01
5.1334e+07 4.6638e-01 2.6796e+04 1.2335e+00 5.5402e+00 -7.1670e-01
5.1345e+07 4.6638e-01 2.6796e+04 1.2336e+00 5.5402e+00 -7.1669e-01
5.1356e+07 4.6638e-01 2.6796e+04 1.2336e+00 5.5402e+00 -7.1668e-01
5.1366e+07 4.6638e-01 2.6795e+04 1.2336e+00 5.5401e+00 -7.1667e-01
5.1377e+07 4.6638e-01 2.6795e+04 1.2336e+00 5.5401e+00 -7.1665e-01
5.1388e+07 4.6638e-01 2.6795e+04 1.2336e+00 5.5401e+00 -7.1664e-01
5.1398e+07 4.6638e-01 2.6795e+04 1.2337e+00 5.5401e+00 -7.1663e-01
5.1409e+07 4.6638e-01 2.6795e+04 1.2337e+00 5.5400e+00 -7.1662e-01
5.1420e+07 4.6638e-01 2.6795e+04 1.2337e+00 5.5400e+00 -7.1661e-01
5.1431e+07 4.6638e-01 2.6795e+04 1.2337e+00 5.5400e+00 -7.1659e-01
5.1441e+07 4.6638e-01 2.6795e+04 1.2338e+00 5.5400e+00 -7.1658e-01
5.1452e+07 4.6638e-01 2.6795e+04 1.2338e+00 5.5399e+00 -7.1657e-01
5.1463e+07 4.6638e-01 2.6795e+04 1.2338e+00 5.5399e+00 -7.1656e-01
5.1474e+07 4.6638e-01 2.6795e+04 1.2338e+00 5.5399e+00 -7.1655e-01
5.1484e+07 4.6638e-01 2.6795e+04 1.2338e+00 5.5399e+00 -7.1653e-01
5.1495e+07 4.6638e-01 2.6795e+04 1.2339e+00 5.5399e+00 -7.1652e-01
5.1506e+07 4.6638e-01 2.6795e+04 1.2339e+00 5.5398e+00 -7.1651e-01
5.1517e+07 4.6638e-01 2.6795e+04 1.2339e+00 5.5398e+00 -7.1650e-01
5.1528e+07 4.6638e-01 2.6795e+04 1.2339e+00 5.5398e+00 -7.1649e-01
5.1539e+07 4.6638e-01 2.6795e+04 1.2339e+00 5.5398e+00 -7.1648e-01
5.1550e+07 4.6638e-01 2.6795e+04 1.2340e+00 5.5397e+00 -7.1647e-01
5.1562e+07 4.6638e-01 2.6795e+04 1.2340e+00 5.5397e+00 -7.1646e-01
5.1573e+07 4.6638e-01 2.6795e+04 1.2340e+00 5.5397e+00 -7.1645e-01
5.1585e+07 4.6638e-01 2.6795e+04 1.2340e+00 5.5397e+00 -7.1644e-01
5.1596e+07 4.6638e-01 2.6795e+04 1.2340e+00 5.5397e+00 -7.1643e-01
5.1608e+07 4.6638e-01 2.6795e+04 1.2341e+00 5.5397e+00 -7.1643e-01
5.1620e+07 4.6638e-01 2.6795e+04 1.2341e+00 5.5396e+00 -7.1642e-01
5.1632e+07 4.6638e-01 2.6795e+04 1.2341e+00 5.5396e+00 -7.1641e-01
5.1645e+07 4.6638e-01 2.6796e+04 1.2341e+00 5.5396e+00 -7.1641e-01
5.1657e+07 4.6638e-01 2.6796e+04 1.2342e+00 5.5396e+00 -7.1640e-01
5.1670e+07 4.6638e-01 2.6796e+04 1.2342e+00 5.5396e+00 -7.1640e-01
5.1684e+07 4.6638e-01 2.6797e+04 1.2342e+00 5.5396e+00 -7.1640e-01
5.1698e+07 4.6638e-01 2.6797e+04 1.2342e+00 5.5396e+00 -7.1640e-01
5.1712e+07 4.6638e-01 2.6797e+04 1.2343e+00 5.5396e+00 -7.1641e-01
5.1728e+07 4.6638e-01 2.6798e+04 1.2343e+00 5.5396e+00 -7.1641e-01
5.1744e+07 4.6638e-01 2.6799e+04 1.2343e+00 5.5397e+00 -7.1642e-01
5.1761e+07 4.6638e-01 2.6800e+04 1.2343e+00 5.5397e+00 -7.1644e-01
5.1780e+07 4.6638e-01 2.6801e+04 1.2344e+00 5.5397e+00 -7.1645e-01
5.1801e+07 4.6638e-01 2.6802e+04 1.2344e+00 5.5398e+00 -7.1648e-01
5.1824e+07 4.6638e-01 2.6804e+04 1.2344e+00 5.5398e+00 -7.1652e-01
5.1851e+07 4.6638e-01 2.6806e+04 1.2345e+00 5.5399e+00 -7.1656e-01
5.1882e+07 4.6638e-01 2.6809e+04 1.2345e+00 5.5401e+00 -7.1663e-01
5.1920e+07 4.6637e-01 2.6812e+04 1.2346e+00 5.5402e+00 -7.1671e-01
5.1966e+07 4.6637e-01 2.6817e+04 1.2347e+00 5.5405e+00 -7.1683e-01
5.2020e+07 4.6637e-01 2.6823e+04 1.2348e+00 5.5407e+00 -7.1697e-01
5.2086e+07 4.6637e-01 2.6830e+04 1.2349e+00 5.5411e+00 -7.1716e-01
5.2164e+07 4.6636e-01 2.6839e+04 1.2350e+00 5.5416e+00 -7.1738e-01
5.2259e+07 4.6636e-01 2.6851e+04 1.2352e+00 5.5421e+00 -7.1767e-01
5.2372e+07 4.6635e-01 2.6863e+04 1.2353e+00 5.5428e+00 -7.1800e-01
5.2508e+07 4.6634e-01 2.6879e+04 1.2355e+00 5.5436e+00 -7.1840e-01
5.2671e+07 4.6634e-01 2.6899e+04 1.2358e+00 5.5446e+00 -7.1889e-01
5.2864e+07 4.6633e-01 2.6922e+04 1.2362e+00 5.5457e+00 -7.1947e-01
5.3056e+07 4.6632e-01 2.6946e+04 1.2366e+00 5.5469e+00 -7.2005e-01
5.3249e+07 4.6631e-01 2.6970e+04 1.2369e+00 5.5480e+00 -7.2063e-01
5.3441e+07 4.6630e-01 2.6994e+04 1.2373e+00 5.5492e+00 -7.2123e-01
5.3635e+07 4.6629e-01 2.7018e+04 1.2376e+00 5.5504e+00 -7.2183e-01
5.3830e+07 4.6628e-01 2.7042e+04 1.2380e+00 5.5516e+00 -7.2243e-01
5.4021e+07 4.6627e-01 2.7067e+04 1.2384e+00 5.5527e+00 -7.2302e-01
5.4202e+07 4.6626e-01 2.7090e+04 1.2387e+00 5.5539e+00 -7.2360e-01
5.4368e+07 4.6625e-01 2.7110e+04 1.2390e+00 5.5549e+00 -7.2412e-01
5.4439e+07 4.6625e-01 2.7119e+04 1.2391e+00 5.5554e+00 -7.2434e-01
5.4510e+07 4.6624e-01 2.7128e+04 1.2392e+00 5.5558e+00 -7.2456e-01
5.4546e+07 4.6624e-01 2.7132e+04 1.2393e+00 5.5560e+00 -7.2467e-01
5.4563e+07 4.6624e-01 2.7134e+04 1.2393e+00 5.5561e+00 -7.2473e-01
5.4567e+07 4.6624e-01 2.7135e+04 1.2393e+00 5.5562e+00 -7.2474e-01
5.4571e+07 4.6624e-01 2.7135e+04 1.2393e+00 5.5562e+00 -7.2475e-01
5.4573e+07 4.6624e-01 2.7136e+04 1.2393e+00 5.5562e+00 -7.2476e-01
5.4576e+07 4.6624e-01 2.7136e+04 1.2394e+00 5.5562e+00 -7.2477e-01
5.4577e+07 4.6624e-01 2.7136e+04 1.2394e+00 5.5562e+00 -7.2477e-01
5.4578e+07 4.6624e-01 2.7136e+04 1.2394e+00 5.5562e+00 -7.2477e-01
5.4579e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4579e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4579e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4579e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4579e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4579e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
5.4580e+07 4.6624e-01 2.7137e+04 1.2394e+00 5.5562e+00 -7.2478e-01
